,ci_test_results,z_test_results,z_test_p_values,mean_diff
15718,False,True,0.0,331.0
15719,True,False,0.7425,0.2
15720,False,True,0.0,-11.1
15721,True,False,0.3831,-0.8
15722,False,True,0.0204,3.3
15723,False,True,0.0,43.7
15724,True,True,0.0183,-2.8
15725,False,True,0.0,-8.3
15726,True,True,0.0149,3.4
15727,True,False,0.5196,0.6
15728,True,False,0.2976,1.4
15729,True,False,0.6729,1.7
15730,False,True,0.0,-11.3
15731,True,False,0.1705,0.6
15732,True,False,0.6329,0.5
15733,True,False,0.0737,2.0
15734,True,True,0.0396,-8.3
15735,True,False,0.1489,2.3
15736,True,False,0.3502,-1.5
15737,False,True,0.0,-14.8
15738,True,False,0.1605,1.9
15739,True,False,0.4109,0.8
15740,True,False,0.5511,0.4
15741,False,True,0.0003,-1.4
15742,True,False,0.2892,-1.3
15743,True,False,0.2306,-7.9
15744,True,False,0.2225,-1.7
15745,False,True,0.0,-468.7
15746,False,True,0.0,603.4
15747,True,True,0.0359,3.0
15748,True,False,0.1042,1.9
15749,True,False,0.4858,-1.1
15750,False,True,0.0,241.2
15751,True,False,0.3674,1.1
15752,True,False,0.1238,-2.7
15753,True,False,0.8459,-0.2
15754,True,False,0.3762,-1.0
15755,True,True,0.0451,2.8
15756,True,False,0.6822,0.3
15757,True,False,0.2213,1.9
15758,True,False,0.178,-2.1
15759,False,True,0.0001,-2.9
15760,False,True,0.0034,5.9
15761,True,False,0.3675,1.1
15762,True,False,0.099,-9.7
15763,True,False,0.6037,0.2
15764,True,False,0.1776,1.4
15765,True,False,0.239,-1.0
15766,True,False,0.3699,1.6
15767,True,False,0.168,-1.1
15768,False,True,0.0,-19.6
15769,True,False,0.3863,-2.0
15770,True,False,0.9095,-0.2
15771,True,False,0.4786,-0.6
15772,True,False,0.1055,1.2
15773,True,False,0.209,0.7
15774,True,False,0.7803,-0.7
15775,True,False,0.3819,1.7
15776,False,True,0.0,629.7
15777,True,False,0.7523,0.5
15778,True,True,0.0111,-4.7
15779,False,True,0.0004,-9.5
15780,True,False,0.8309,-0.7
15781,False,True,0.0,-46.4
15782,True,True,0.0251,-3.7
15783,True,False,0.7354,-0.2
15784,False,True,0.0004,-6.9
15785,True,True,0.0307,4.4
15786,True,False,0.5511,-0.5
15787,True,False,0.8474,-1.4
15788,True,True,0.0268,4.0
15789,True,False,0.9119,0.2
15790,True,False,0.9835,-0.0
15791,True,False,0.5936,-1.0
15792,True,True,0.0208,-6.0
15793,False,True,0.0136,1.1
15794,True,False,0.2395,0.4
15795,True,False,0.6471,-0.6
15796,True,False,0.0979,-1.2
15797,True,False,0.2983,-1.0
15798,True,False,0.8633,-0.3
15799,True,False,0.9674,-0.1
15800,True,False,0.6347,0.2
15801,False,True,0.0,-1.7
15802,True,False,0.0511,3.8
15803,False,True,0.0,-7.7
15804,True,False,0.101,4.0
15805,True,False,0.3812,-0.5
15806,False,True,0.0,-19.0
15807,True,False,0.5973,0.7
15808,True,False,0.6768,0.4
15809,True,False,0.9889,0.0
15810,False,True,0.0,-51.9
15811,False,True,0.0038,4.6
15812,True,False,0.2907,-0.9
15813,True,False,0.0833,-1.4
15814,False,True,0.0074,2.9
15815,True,False,0.354,2.7
15816,False,True,0.0,-8.6
15817,True,False,0.1449,-3.0
15818,True,True,0.0463,-1.4
15819,True,True,0.0208,-1.1
15820,True,True,0.0398,-4.9
15821,True,False,0.7862,0.2
15822,False,True,0.0,21.6
15823,True,False,0.9466,0.1
15824,True,False,0.6394,0.9
15825,True,False,0.3428,1.6
15826,True,False,0.5713,1.1
15827,True,False,0.9817,-0.0
15828,True,False,0.2617,1.8
15829,True,False,0.3054,-0.8
15830,True,False,0.1348,1.7
15831,False,True,0.0013,-5.1
15832,True,False,0.5265,0.7
15833,True,False,0.1149,-1.0
15834,False,True,0.0,13.2
15835,True,False,0.0652,7.4
15836,True,True,0.0474,-14.0
15837,True,False,0.6719,-0.2
15838,True,False,0.4159,-1.4
15839,False,True,0.0,-37.1
15840,True,False,0.5755,0.8
15841,False,True,0.0,27.9
15842,True,False,0.0584,-3.9
15843,True,False,0.0759,-1.5
15844,True,False,0.2775,-10.7
15845,True,False,0.0968,-3.2
15846,False,True,0.0,-5.9
15847,True,False,0.4526,-1.3
15848,True,False,0.138,-2.4
15849,True,False,0.5673,0.7
15850,True,False,0.9466,-0.1
15851,True,False,0.1194,2.1
15852,False,True,0.0,-541.9
15853,True,True,0.022,-2.5
15854,True,True,0.0478,2.1
15855,True,False,0.4635,-0.5
15856,True,False,0.8158,-0.2
15857,True,False,0.557,0.6
15858,True,True,0.0225,7.0
15859,True,False,0.7078,0.3
15860,True,False,0.1887,-5.2
15861,False,True,0.0,-9.3
15862,True,False,0.5272,-1.1
15863,False,True,0.0,-7.5
15864,False,True,0.0,-2.4
15865,True,False,0.8384,-0.2
15866,True,False,0.1559,-0.7
15867,False,True,0.0001,-6.0
15868,False,True,0.0,-14.1
15869,True,True,0.0061,-3.5
15870,True,False,0.6715,-0.2
15871,True,False,0.0604,1.8
15872,True,False,0.4691,-0.5
15873,True,False,0.4787,-0.9
15874,True,False,0.7336,0.8
15875,True,False,0.8701,0.1
15876,True,True,0.0127,-2.2
15877,True,False,0.3232,1.2
15878,True,False,0.1915,-3.1
15879,True,False,0.1936,-2.0
15880,True,False,0.5334,-1.0
15881,True,False,0.5724,0.8
15882,True,False,0.7335,0.4
15883,True,False,0.1239,1.5
15884,True,False,0.7502,-0.4
15885,False,True,0.0,-14.9
15886,True,False,0.3862,-1.7
15887,True,False,0.5265,-0.6
15888,True,False,0.7349,0.6
15889,False,True,0.0,-2.5
15890,False,True,0.0035,-4.2
15891,True,False,0.4712,-0.1
15892,False,True,0.0,7.4
15893,True,False,0.6529,0.5
15894,False,True,0.0,-51.1
15895,True,False,0.0841,-6.1
15896,True,False,0.1987,2.3
15897,True,False,0.0529,-4.0
15898,True,False,0.7847,0.4
15899,True,False,0.2293,-1.5
15900,True,False,0.1736,-11.0
15901,True,False,0.7691,-0.2
15902,True,False,0.1193,2.0
15903,True,False,0.8248,-0.4
15904,False,True,0.0,-34.5
15905,True,False,0.7849,-0.4
15906,False,True,0.0058,-4.6
15907,False,True,0.0248,-1.6
15908,True,False,0.3434,1.0
15909,True,False,0.5776,0.9
15910,True,True,0.0219,-22.0
15911,True,False,0.82,-0.4
15912,True,False,0.522,0.8
15913,True,False,0.7285,1.3
15914,False,True,0.0,-28.4
15915,False,True,0.0,7.3
15916,True,False,0.3181,-0.9
15917,True,False,0.6906,0.9
15918,False,True,0.0,7.9
15919,False,True,0.0,-28.5
15920,True,False,0.6771,0.7
15921,True,False,0.4245,1.0
15922,True,False,0.5339,-0.7
15923,True,False,0.8445,-0.1
15924,True,False,0.7544,0.1
15925,True,False,0.3984,-5.4
15926,True,False,0.8428,-0.4
15927,True,False,0.191,1.1
15928,True,True,0.0101,2.6
15929,True,False,0.0689,-8.3
15930,True,False,0.5199,-0.5
15931,True,True,0.0127,-1.3
15932,True,False,0.9742,0.1
15933,True,False,0.4865,-0.7
15934,False,True,0.0,18.5
15935,True,False,0.5123,0.4
15936,True,False,0.8318,0.2
15937,True,False,0.4088,1.0
15938,True,False,0.2836,1.6
15939,True,False,0.1497,1.7
15940,True,False,0.2398,-0.7
15941,True,False,0.5162,1.3
15942,True,False,0.9559,0.1
15943,True,True,0.0368,-4.8
15944,False,True,0.0004,-6.0
15945,True,False,0.6507,0.7
15946,True,False,0.5879,-0.5
15947,True,False,0.2636,0.9
15948,False,True,0.0,-3.4
15949,True,False,0.7,-0.8
15950,False,True,0.0,-2.6
15951,False,True,0.001,-3.3
15952,True,False,0.5803,0.9
15953,False,True,0.0003,-20.1
15954,True,False,0.8227,0.2
15955,True,False,0.0936,-2.4
15956,True,False,0.062,2.4
15957,True,False,0.1023,-1.0
15958,True,False,0.0715,1.9
15959,True,False,0.3187,-3.2
15960,True,False,0.0779,3.0
15961,True,False,0.3032,-0.8
15962,True,False,0.2909,1.1
15963,False,True,0.0,-86.6
15964,True,False,0.7282,-0.2
15965,False,True,0.0,-20.1
15966,True,True,0.0315,-1.8
15967,False,True,0.0,-10.5
15968,True,True,0.012,-12.8
15969,True,False,0.6616,0.5
15970,True,False,0.9795,-0.0
15971,True,True,0.0093,-2.2
15972,True,False,0.8808,-0.2
15973,False,True,0.0,-92.6
15974,True,False,0.4845,0.5
15975,True,False,0.568,1.0
15976,True,False,0.9674,-0.1
15977,True,False,0.567,-0.8
15978,True,False,0.1943,-4.0
15979,True,False,0.4617,-0.6
15980,True,False,0.358,-0.8
15981,True,True,0.0058,2.4
15982,False,True,0.0002,-162.6
15983,True,False,0.5292,-0.8
15984,True,False,0.1934,2.5
15985,True,False,0.7888,-0.3
15986,True,False,0.0969,3.6
15987,False,True,0.0002,5.5
15988,True,True,0.013,-2.5
15989,True,False,0.6698,-0.5
15990,True,False,0.1327,3.6
15991,True,False,0.3738,-0.9
15992,True,False,0.3704,1.8
15993,False,True,0.0,-7.9
15994,False,True,0.0,-11.1
15995,True,False,0.7146,0.3
15996,False,True,0.0,-3.4
15997,True,False,0.5672,1.0
15998,True,False,0.7214,-0.2
15999,True,False,0.4315,0.9
16000,False,True,0.0001,-3.0
16001,True,False,0.3152,2.3
16002,True,False,0.9501,0.1
16003,False,True,0.0,-16.3
16004,True,True,0.0204,-2.7
16005,True,False,0.8054,-0.3
16006,True,False,0.455,1.1
16007,True,False,0.1184,-1.9
16008,True,False,0.2791,-0.6
16009,True,False,0.8858,-0.2
16010,True,False,0.6297,-0.4
16011,True,False,0.1008,3.9
16012,True,False,0.2256,-1.1
16013,False,True,0.0,-121.6
16014,True,False,0.0793,-1.5
16015,True,False,0.6767,0.5
16016,True,False,0.457,1.2
16017,False,True,0.0006,-5.9
16018,True,False,0.3378,0.4
16019,True,False,0.8215,-0.3
16020,True,False,0.0733,4.1
16021,True,False,0.0595,-2.5
16022,True,False,0.7782,-0.1
16023,True,False,0.2269,1.7
16024,True,False,0.9216,0.1
16025,False,True,0.0077,3.6
16026,True,False,0.0688,2.1
16027,True,False,0.2676,-1.8
16028,True,False,0.5908,-2.8
16029,True,False,0.2789,-1.6
16030,False,True,0.0,-31.1
16031,True,False,0.4249,-1.2
16032,True,False,0.6191,-0.2
16033,True,False,0.5019,0.8
16034,True,True,0.0238,0.9
16035,True,False,0.2562,-1.2
16036,True,False,0.0837,2.0
16037,True,False,0.3109,-3.9
16038,True,False,0.1385,-1.3
16039,True,False,0.4742,1.6
16040,True,False,0.5007,-0.5
16041,True,False,0.319,2.5
16042,True,False,0.7792,0.3
16043,False,True,0.0,107.0
16044,True,False,0.1791,-1.2
16045,False,True,0.0,-7.8
16046,True,True,0.0096,-7.9
16047,True,False,0.2679,-3.5
16048,True,False,0.4257,-6.8
16049,False,True,0.0,-188.8
16050,True,False,0.147,1.9
16051,True,False,0.3694,-1.6
16052,False,True,0.0004,-2.7
16053,True,True,0.0398,2.6
16054,True,False,0.0851,3.1
16055,True,False,0.9373,-0.1
16056,True,False,0.3088,-1.9
16057,True,False,0.4787,1.4
16058,True,False,0.1252,6.3
16059,True,False,0.3715,-0.8
16060,False,True,0.005,-1.8
16061,True,False,0.9812,-0.0
16062,True,False,0.7208,0.6
16063,False,True,0.0,-96.0
16064,True,False,0.8075,-0.1
16065,True,False,0.5499,0.0
16066,True,False,0.2968,1.5
16067,False,True,0.0,-21.4
16068,True,False,0.0856,8.7
16069,False,True,0.004,-3.2
16070,True,False,0.6205,0.8
16071,True,False,0.5568,0.6
16072,True,False,0.6232,-0.6
16073,True,True,0.0057,-23.1
16074,True,False,0.2165,1.1
16075,False,True,0.0003,-3.5
16076,False,True,0.0004,-5.5
16077,True,False,0.7468,-0.4
16078,True,False,0.2759,1.2
16079,True,False,0.5941,-0.6
16080,True,False,0.3291,1.2
16081,True,True,0.0481,-2.8
16082,True,False,0.1087,-2.8
16083,True,False,0.1533,1.8
16084,True,False,0.0936,50.9
16085,True,False,0.3491,-0.9
16086,False,True,0.01,4.6
16087,False,True,0.0042,-4.3
16088,True,False,0.7063,-0.6
16089,False,True,0.0,-36.5
16090,True,True,0.0214,50.9
16091,True,False,0.284,-1.0
16092,True,False,0.7108,0.7
16093,True,False,0.2563,-1.8
16094,False,True,0.0002,-2.7
16095,False,True,0.0,-19.9
16096,False,True,0.0007,5.1
16097,True,False,0.4171,-1.0
16098,True,False,0.8604,0.1
16099,True,False,0.9672,-0.1
16100,False,True,0.0019,116.1
16101,True,False,0.9599,0.1
16102,True,False,0.7102,-0.4
16103,True,False,0.0838,4.2
16104,True,False,0.7354,-0.2
16105,True,False,0.3694,1.8
16106,True,False,0.0607,-1.4
16107,False,True,0.0001,-4.6
16108,True,False,0.6214,1.0
16109,False,True,0.0,-31.2
16110,True,False,0.8051,0.4
16111,True,False,0.4012,-1.7
16112,True,False,0.5309,0.7
16113,True,False,0.3231,-1.5
16114,True,False,0.1614,-1.4
16115,True,False,0.2936,1.8
16116,True,False,0.3227,-2.4
16117,False,True,0.0,-5.2
16118,False,True,0.0002,-11.2
16119,False,True,0.0037,-15.8
16120,False,True,0.0014,14.6
16121,True,False,0.995,-0.0
16122,True,True,0.0154,-2.9
16123,False,True,0.0,-99.3
16124,True,False,0.0766,-3.1
16125,True,False,0.1631,-7.2
16126,True,False,0.7268,-0.3
16127,True,False,0.1745,-3.1
16128,True,False,0.2198,1.7
16129,True,False,0.2622,-5.3
16130,True,True,0.0472,1.2
16131,True,False,0.0666,-3.5
16132,True,False,0.4192,1.7
16133,True,False,0.8751,-0.1
16134,True,False,0.905,-0.1
16135,True,False,0.284,1.3
16136,True,False,0.245,-2.0
16137,True,False,0.3635,-0.8
16138,False,True,0.0,-5.3
16139,False,True,0.0,-35.5
16140,False,True,0.0,-6.5
16141,True,False,0.8818,-0.1
16142,True,False,0.2181,1.0
16143,True,True,0.0252,-3.2
16144,False,True,0.0003,5.1
16145,True,True,0.0375,-2.6
16146,True,False,0.2513,-1.5
16147,False,True,0.0,-86.2
16148,False,True,0.0,-16.5
16149,True,False,0.9053,-0.2
16150,False,True,0.0,-39.7
16151,False,True,0.0,-15.9
16152,True,False,0.3347,0.8
16153,True,True,0.0374,24.4
16154,True,False,0.4618,0.3
16155,False,True,0.0001,-19.5
16156,True,False,0.6942,-0.3
16157,True,False,0.8626,-0.2
16158,True,False,0.3479,2.0
16159,True,True,0.0126,-2.4
16160,True,False,0.2009,0.9
16161,True,False,0.3871,2.0
16162,True,False,0.6787,-0.6
16163,False,True,0.0,-81.3
16164,True,False,0.3761,-0.7
16165,True,False,0.956,-0.2
16166,True,False,0.0849,1.3
16167,False,True,0.0023,-1.4
16168,True,False,0.0818,0.7
16169,False,True,0.0,-11.3
16170,True,False,0.1268,-1.5
16171,True,False,0.6492,1.2
16172,True,False,0.3587,1.2
16173,True,False,0.3207,-1.9
16174,True,False,0.053,2.3
16175,False,True,0.0022,-5.1
16176,True,False,0.1308,3.4
16177,True,False,0.4577,0.3
16178,True,False,0.6025,-0.6
16179,False,True,0.0116,-1.8
16180,True,False,0.1331,1.9
16181,True,True,0.0431,-5.1
16182,True,False,0.1201,1.9
16183,True,False,0.5617,-0.8
16184,True,False,0.0704,-3.7
16185,True,False,0.1535,-1.3
16186,False,True,0.0,-13.1
16187,True,False,0.1556,2.3
16188,False,True,0.005,-3.8
16189,True,False,0.4897,0.6
16190,True,False,0.3018,-1.3
16191,False,True,0.0049,3.4
16192,True,False,0.9708,-0.0
16193,True,True,0.0095,-7.2
16194,True,False,0.5099,2.0
16195,True,False,0.5728,0.5
16196,True,False,0.5566,0.3
16197,True,False,0.4317,2.3
16198,True,False,0.8863,-0.2
16199,True,False,0.1082,1.8
16200,True,False,0.4336,-0.3
16201,False,True,0.0,-30.2
16202,True,False,0.9733,-0.1
16203,True,False,0.5007,-0.8
16204,True,False,0.5666,0.6
16205,True,False,0.3251,-0.7
16206,True,False,0.1108,2.7
16207,True,False,0.1813,-1.5
16208,True,True,0.0309,1.7
16209,True,False,0.1089,1.8
16210,True,False,0.8687,-0.2
16211,False,True,0.0,-25.4
16212,False,True,0.001,-3.0
16213,False,True,0.0,488.6
16214,True,False,0.7422,-0.9
16215,True,False,0.1493,2.2
16216,True,False,0.1838,-1.4
16217,False,True,0.0186,3.0
16218,False,True,0.0,-6.0
16219,True,False,0.0862,2.2
16220,False,True,0.0015,4.3
16221,True,False,0.7689,-0.4
16222,False,True,0.0,145.7
16223,True,False,0.235,2.9
16224,False,True,0.0034,-6.9
16225,False,True,0.0011,-0.2
16226,True,False,0.2817,-1.2
16227,False,True,0.0,277.6
16228,True,True,0.0104,2.2
16229,True,False,0.1037,3.4
16230,True,False,0.1345,2.7
16231,True,True,0.0151,-1.8
16232,True,False,0.3765,1.0
16233,True,True,0.0385,-18.4
16234,True,False,0.2032,8.6
16235,True,False,0.8776,0.0
16236,True,False,0.1936,-4.5
16237,True,False,0.3034,-4.1
16238,True,False,0.4148,-0.8
16239,True,False,0.8655,0.6
16240,True,True,0.0269,4.8
16241,True,False,0.725,-0.7
16242,True,False,0.7413,0.5
16243,True,False,0.9664,-0.1
16244,True,False,0.3715,1.3
16245,True,False,0.8086,0.1
16246,True,True,0.0152,4.0
16247,True,False,0.1508,-2.9
16248,False,True,0.0,-15.5
16249,True,True,0.0096,-7.1
16250,True,False,0.5149,1.0
16251,True,False,0.1668,-2.5
16252,True,False,0.1393,-1.9
16253,True,False,0.1281,2.1
16254,True,False,0.7361,0.3
16255,False,True,0.0,-10.6
16256,False,True,0.0017,2.6
16257,True,False,0.1134,3.5
16258,True,False,0.467,1.1
16259,True,False,0.7816,0.4
16260,True,True,0.0308,-1.3
16261,True,False,0.2665,1.1
16262,True,False,0.0613,-10.4
16263,True,False,0.9327,0.0
16264,False,True,0.0015,-5.7
16265,True,False,0.9738,0.1
16266,True,False,0.721,0.4
16267,True,False,0.4187,-3.8
16268,True,False,0.7769,-0.2
16269,True,False,0.5816,10.0
16270,True,False,0.053,2.4
16271,True,False,0.9646,0.1
16272,True,False,0.7527,-0.4
16273,False,True,0.0,-14.0
16274,True,False,0.8229,-0.3
16275,True,False,0.7982,-0.2
16276,True,False,0.1409,2.7
16277,True,False,0.5158,0.9
16278,False,True,0.0,14.4
16279,True,False,0.4472,-0.4
16280,True,False,0.0665,-2.8
16281,False,True,0.0,-58.9
16282,True,True,0.0136,11.6
16283,True,False,0.3276,-0.7
16284,True,False,0.254,1.3
16285,True,False,0.4532,-3.7
16286,True,False,0.3018,1.0
16287,False,True,0.0,-9.1
16288,True,False,0.3187,1.3
16289,False,True,0.0,-12.1
16290,True,False,0.3476,1.7
16291,True,False,0.9828,0.0
16292,True,False,0.4474,-1.1
16293,False,True,0.0,-4.0
16294,True,False,0.4146,-1.0
16295,True,True,0.0068,3.2
16296,True,False,0.3377,1.2
16297,True,False,0.0821,-2.1
16298,False,True,0.0,-4.0
16299,False,True,0.0,-9.4
16300,False,True,0.0,-14.6
16301,True,False,0.7535,-0.4
16302,False,True,0.0,-12.9
16303,True,False,0.4727,-0.5
16304,True,False,0.1313,2.7
16305,False,True,0.0,-146.5
16306,True,False,0.1342,2.2
16307,True,False,0.3228,-0.6
16308,True,False,0.5095,0.4
16309,True,False,0.9986,0.0
16310,False,True,0.0059,-2.4
16311,False,True,0.0,-10.9
16312,True,False,0.0624,-6.1
16313,True,False,0.1063,-2.6
16314,True,False,0.9974,-0.0
16315,True,False,0.6469,0.5
16316,True,False,0.4559,0.3
16317,True,False,0.4201,-0.6
16318,True,True,0.0121,-5.7
16319,True,False,0.1605,-1.6
16320,False,True,0.0,-20.5
16321,False,True,0.0,-7.4
16322,True,False,0.0828,-1.9
16323,True,True,0.0073,-18.8
16324,True,False,0.4239,0.2
16325,False,True,0.0,-4.9
16326,True,False,0.9831,0.0
16327,True,True,0.0324,1.2
16328,True,False,0.6655,-0.8
16329,True,False,0.6249,1.0
16330,True,True,0.0399,11.0
16331,True,False,0.22,1.1
16332,True,False,0.0829,0.8
16333,True,False,0.9756,-0.0
16334,True,False,0.1451,-2.2
16335,True,False,0.406,1.6
16336,True,False,0.8419,0.3
16337,True,True,0.0089,-3.3
16338,False,True,0.0,10.9
16339,True,False,0.3463,-0.9
16340,True,False,0.1496,2.7
16341,True,False,0.0833,-3.3
16342,False,True,0.0,-4.2
16343,True,False,0.7559,0.5
16344,True,False,0.4776,-0.4
16345,True,False,0.854,0.8
16346,False,True,0.0005,-9.3
16347,True,False,0.1506,-2.7
16348,False,True,0.0028,-2.9
16349,True,False,0.6094,0.4
16350,False,True,0.0,-5.3
16351,False,True,0.0,-18.9
16352,True,False,0.2984,0.6
16353,True,False,0.6308,-0.3
16354,True,False,0.6774,-0.3
16355,True,False,0.3863,0.9
16356,False,True,0.0,201.8
16357,True,False,0.5722,0.6
16358,True,False,0.5866,0.3
16359,True,False,0.9403,0.1
16360,True,False,0.5048,0.9
16361,True,False,0.1883,0.8
16362,True,False,0.5847,0.7
16363,True,False,0.7722,-0.3
16364,True,False,0.9038,0.1
16365,False,True,0.0,-44.9
16366,True,False,0.0654,-3.3
16367,True,False,0.691,-0.2
16368,True,False,0.6167,0.8
16369,True,False,0.0852,-1.2
16370,True,False,0.8945,-0.2
16371,True,False,0.156,1.8
16372,True,False,0.9639,0.1
16373,True,False,0.1096,1.3
16374,True,False,0.2002,1.5
16375,True,False,0.7824,-0.3
16376,True,False,0.7227,0.1
16377,False,True,0.003,-1.9
16378,False,True,0.0,-9.2
16379,True,False,0.1051,1.5
16380,True,False,0.0508,-5.8
16381,True,False,0.2725,-2.1
16382,True,False,0.7705,-1.3
16383,True,False,0.4661,0.9
16384,False,True,0.0084,-4.4
16385,True,False,0.8317,-0.3
16386,True,True,0.0176,-1.4
16387,False,True,0.0003,-6.6
16388,False,True,0.0,10.0
16389,True,False,0.5506,0.8
16390,True,False,0.7486,0.4
16391,True,False,0.2733,1.9
16392,True,False,0.2429,-1.2
16393,False,True,0.0001,-9.4
16394,True,True,0.0178,5.0
16395,True,False,0.6724,0.7
16396,True,False,0.9805,0.0
16397,True,False,0.7444,-0.3
16398,True,False,0.5041,-0.3
16399,True,False,0.0506,-2.6
16400,True,False,0.8405,-0.3
16401,True,False,0.171,1.0
16402,False,True,0.0,10.5
16403,True,True,0.0116,-11.0
16404,True,False,0.0508,1.4
16405,True,False,0.2381,-0.8
16406,True,False,0.3004,2.0
16407,True,False,0.3407,2.7
16408,False,True,0.0,-12.3
16409,True,False,0.3656,-2.3
16410,True,False,0.1135,-1.3
16411,True,False,0.8963,-0.3
16412,True,False,0.1846,-1.4
16413,True,True,0.0372,-2.8
16414,True,False,0.0848,6.0
16415,True,False,0.3933,0.9
16416,False,True,0.0,-10.3
16417,True,False,0.9189,0.1
16418,False,True,0.0281,2.8
16419,True,False,0.2276,-2.2
16420,True,False,0.7891,0.4
16421,True,True,0.0312,-5.9
16422,True,True,0.0142,-4.3
16423,True,False,0.3794,-0.3
16424,True,False,0.2467,0.4
16425,False,True,0.0048,2.1
16426,True,False,0.1534,1.1
16427,True,False,0.3363,-1.2
16428,True,False,0.0501,-3.6
16429,True,False,0.5888,0.4
16430,True,False,0.5648,0.5
16431,True,False,0.0544,-3.1
16432,False,True,0.0,-1.4
16433,True,False,0.0595,4.7
16434,True,False,0.3249,-1.5
16435,False,True,0.0,-13.2
16436,True,True,0.0268,-4.7
16437,True,False,0.2057,-1.1
16438,False,True,0.0,-79.4
16439,True,False,0.9668,0.1
16440,True,False,0.1561,2.2
16441,True,False,0.4074,1.5
16442,True,False,0.6954,0.5
16443,True,False,0.4662,0.6
16444,True,False,0.4009,-0.8
16445,True,False,0.1102,-2.4
16446,False,True,0.0,-8.1
16447,True,False,0.0754,4.6
16448,True,False,0.831,0.3
16449,False,True,0.0035,-12.1
16450,True,False,0.7925,-0.2
16451,True,False,0.9415,-0.1
16452,False,True,0.0,34.5
16453,True,False,0.9263,-0.2
16454,True,False,0.3135,1.2
16455,True,False,0.2331,-1.2
16456,True,False,0.3144,1.5
16457,True,False,0.402,-1.9
16458,True,False,0.3593,1.2
16459,True,False,0.3487,1.3
16460,False,True,0.0,-6.4
16461,True,False,0.421,-8.7
16462,True,False,0.157,-1.4
16463,True,False,0.232,1.8
