,ci_test_results,z_test_results,z_test_p_values,mean_diff
14864,True,False,0.0956,1.5
14865,False,True,0.0009,-15.0
14866,False,True,0.0003,-2.9
14867,True,False,0.6201,0.2
14868,True,False,0.2706,7.1
14869,True,False,0.1483,-2.5
14870,True,False,0.2464,0.5
14871,True,False,0.8534,0.4
14872,True,False,0.5046,-0.8
14873,False,True,0.0176,1.9
14874,True,False,0.5796,-0.6
14875,True,True,0.0058,209.1
14876,False,True,0.0,-12.7
14877,True,False,0.1861,-0.6
14878,True,False,0.2717,-1.3
14879,True,False,0.8619,0.1
14880,True,False,0.1549,1.5
14881,True,False,0.4093,-1.0
14882,True,False,0.8446,0.1
14883,True,False,0.3257,0.9
14884,True,False,0.1149,2.2
14885,False,True,0.002,4.5
14886,False,True,0.001,-3.3
14887,True,False,0.169,0.6
14888,True,False,0.9705,-0.0
14889,True,False,0.5554,1.3
14890,True,False,0.8003,-0.9
14891,True,False,0.2473,1.1
14892,True,False,0.1462,0.8
14893,True,False,0.4256,0.7
14894,True,True,0.0198,4.1
14895,True,True,0.0098,-2.8
14896,True,False,0.2537,1.3
14897,False,True,0.0,-35.8
14898,True,False,0.7971,0.2
14899,True,False,0.4863,0.8
14900,True,False,0.1884,-13.0
14901,True,False,0.8332,-0.3
14902,True,False,0.5879,1.3
14903,True,False,0.3094,-1.6
14904,False,True,0.0,-117.9
14905,True,False,0.7998,0.4
14906,False,True,0.0,12.5
14907,True,False,0.7923,-0.2
14908,True,True,0.0069,3.1
14909,True,False,0.676,0.7
14910,True,False,0.2895,-1.7
14911,True,False,0.5103,1.0
14912,True,False,0.7876,-1.0
14913,False,True,0.0,-55.3
14914,True,False,0.2688,1.6
14915,True,False,0.8527,0.1
14916,True,False,0.2349,-2.3
14917,True,False,0.2943,1.6
14918,True,False,0.1881,1.1
14919,True,False,0.2934,-4.8
14920,True,False,0.496,0.9
14921,True,False,0.204,-1.3
14922,True,False,0.2482,-4.0
14923,True,False,0.2066,1.9
14924,True,False,0.1688,-22.0
14925,True,False,0.1456,0.9
14926,True,True,0.0128,-10.1
14927,True,False,0.3895,0.8
14928,False,True,0.0005,-4.4
14929,False,True,0.0001,-6.9
14930,False,True,0.0008,-12.1
14931,True,False,0.455,1.1
14932,True,False,0.3704,-1.0
14933,True,False,0.8052,0.3
14934,True,False,0.5038,-0.4
14935,True,False,0.1448,-2.3
14936,True,False,0.6322,-0.6
14937,True,False,0.9512,0.1
14938,True,False,0.1172,-3.1
14939,True,False,0.5208,4.3
14940,True,False,0.2757,-25.4
14941,True,False,0.1457,1.6
14942,True,False,0.9506,-0.1
14943,True,True,0.0383,8.8
14944,True,True,0.016,-8.1
14945,True,False,0.1986,-4.5
14946,True,False,0.6519,2.8
14947,True,False,0.8541,0.3
14948,True,False,0.5562,-0.9
14949,True,False,0.7298,-0.4
14950,True,False,0.1276,2.3
14951,True,True,0.0386,-14.9
14952,True,False,0.2023,-0.9
14953,True,False,0.417,-1.1
14954,True,True,0.0358,-1.8
14955,True,True,0.0228,-8.9
14956,True,False,0.8827,-0.2
14957,True,False,0.6357,0.6
14958,True,False,0.7161,1.1
14959,True,False,0.2134,5.2
14960,True,False,0.0879,2.1
14961,False,True,0.0,-8.7
14962,True,False,0.2078,1.7
14963,True,False,0.2562,1.1
14964,False,True,0.0,-4.2
14965,True,False,0.1316,-10.7
14966,True,False,0.1818,18.1
14967,True,False,0.2508,1.9
14968,True,False,0.5332,-0.8
14969,True,False,0.2816,-25.4
14970,True,False,0.0984,1.0
14971,True,False,0.3846,-0.9
14972,True,False,0.8674,-0.2
14973,True,False,0.4057,-1.0
14974,True,False,0.6941,-0.4
14975,False,True,0.0051,-4.1
14976,True,False,0.9894,0.0
14977,True,False,0.244,2.1
14978,False,True,0.0,-243.4
14979,False,True,0.0,6.3
14980,True,False,0.3175,1.1
14981,True,False,0.4132,-2.1
14982,True,False,0.9973,0.0
14983,True,False,0.5584,0.6
14984,False,True,0.0,7.8
14985,False,True,0.0,-5.7
14986,False,True,0.0048,-3.5
14987,False,True,0.0,49.9
14988,False,True,0.0,-21.2
14989,True,False,0.3122,1.3
14990,True,True,0.032,-0.7
14991,True,False,0.1679,0.5
14992,True,False,0.2036,1.6
14993,True,True,0.0159,-1.9
14994,True,False,0.0696,3.0
14995,True,True,0.0158,-2.8
14996,True,False,0.0696,-3.2
14997,True,False,0.5247,1.9
14998,True,False,0.335,-1.4
14999,True,False,0.7698,-0.4
15000,False,True,0.0002,-10.4
15001,True,False,0.1577,2.4
15002,True,False,0.9299,0.1
15003,True,True,0.0078,-1.4
15004,True,False,0.071,2.7
15005,True,False,0.2301,-0.8
15006,True,False,0.5767,0.2
15007,True,False,0.2633,1.2
15008,False,True,0.0047,67.2
15009,True,False,0.2266,0.9
15010,True,False,0.2736,-1.1
15011,True,False,0.1778,-0.5
15012,True,False,0.3562,16.6
15013,True,False,0.4738,-0.8
15014,True,False,0.3586,-0.9
15015,True,False,0.5464,0.7
15016,False,True,0.0002,-6.4
15017,True,False,0.0587,-3.2
15018,True,False,0.6485,0.4
15019,False,True,0.0,-42.0
15020,True,True,0.0206,-1.9
15021,False,True,0.0,25.3
15022,True,False,0.1299,2.4
15023,True,False,0.5766,0.8
15024,True,False,0.7046,3.8
15025,True,False,0.773,-0.2
15026,True,True,0.036,12.6
15027,True,True,0.0162,-2.3
15028,False,True,0.0,-18.7
15029,True,True,0.0458,-1.0
15030,False,True,0.0,-27.8
15031,True,False,0.1142,-1.3
15032,True,False,0.1521,-1.7
15033,True,False,0.6202,1.3
15034,True,False,0.4958,-1.4
15035,True,False,0.5994,0.4
15036,True,False,0.8057,-0.4
15037,True,False,0.3075,-1.7
15038,True,False,0.1163,-1.7
15039,True,False,0.4727,-1.4
15040,True,False,0.139,-1.4
15041,True,False,0.5162,-2.0
15042,True,False,0.7871,0.6
15043,True,False,0.1354,-3.0
15044,True,False,0.2659,1.4
15045,True,True,0.0314,-3.4
15046,True,False,0.2009,1.8
15047,True,False,0.3956,-0.5
15048,True,False,0.1167,-2.2
15049,True,False,0.862,-0.2
15050,True,False,0.9631,-0.1
15051,True,False,0.2602,2.0
15052,True,False,0.4939,1.0
15053,True,False,0.7187,-0.2
15054,True,True,0.0341,-3.8
15055,False,True,0.0,11.4
15056,True,False,0.1176,1.9
15057,True,False,0.3389,1.5
15058,True,False,0.073,-3.7
15059,False,True,0.0,19.7
15060,False,True,0.0,8.1
15061,True,False,0.5578,0.4
15062,True,False,0.4474,-1.8
15063,True,False,0.2612,2.0
15064,True,False,0.4995,1.4
15065,True,False,0.4149,-0.9
15066,True,False,0.0998,2.6
15067,True,True,0.021,-3.1
15068,True,False,0.1022,-9.5
15069,True,False,0.1261,-1.3
15070,True,False,0.8918,0.2
15071,False,True,0.0,-6.3
15072,True,False,0.5178,8.1
15073,True,False,0.3027,1.0
15074,True,False,0.1114,2.0
15075,False,True,0.0,-4.5
15076,True,False,0.9678,-0.0
15077,True,False,0.2774,-1.3
15078,True,False,0.7307,0.3
15079,True,False,0.5419,0.5
15080,True,False,0.8268,-1.1
15081,True,False,0.7164,0.8
15082,True,False,0.2296,-7.6
15083,True,False,0.8701,-0.2
15084,True,False,0.8685,0.4
15085,True,False,0.2459,1.4
15086,True,False,0.0821,-2.0
15087,True,False,0.5919,-0.2
15088,True,False,0.9122,-0.2
15089,False,True,0.0002,3.9
15090,True,False,0.2969,0.5
15091,True,False,0.2656,1.5
15092,True,False,0.1768,0.6
15093,True,False,0.8328,-0.4
15094,True,False,0.0542,-1.7
15095,True,False,0.5501,-0.4
15096,True,False,0.4689,-1.0
15097,True,False,0.9947,-0.0
15098,True,False,0.8671,-0.2
15099,False,True,0.005,5.6
15100,True,False,0.7657,0.6
15101,True,False,0.3454,0.7
15102,True,False,0.193,0.9
15103,True,False,0.082,-3.3
15104,True,False,0.2335,-0.8
15105,True,False,0.6069,-0.7
15106,True,False,0.4531,0.3
15107,True,True,0.0347,-3.3
15108,True,False,0.6682,0.4
15109,True,False,0.4595,-8.2
15110,True,False,0.1808,-1.6
15111,False,True,0.0,-9.4
15112,False,True,0.0024,-1.8
15113,True,False,0.2357,-1.8
15114,True,False,0.1163,-3.4
15115,True,False,0.3018,-0.3
15116,False,True,0.0019,-1.9
15117,True,False,0.5024,-2.5
15118,True,False,0.3493,0.7
15119,True,False,0.0684,-2.0
15120,True,True,0.0224,26.2
15121,True,False,0.1917,-1.9
15122,True,False,0.8239,-0.3
15123,True,False,0.0774,-2.5
15124,True,False,0.1803,1.3
15125,True,False,0.5215,-0.5
15126,True,False,0.9118,-0.1
15127,True,False,0.1443,3.2
15128,True,False,0.8856,-0.2
15129,True,False,0.3026,-1.2
15130,True,False,0.822,0.4
15131,True,False,0.1405,-6.7
15132,True,False,0.3177,1.5
15133,True,False,0.5303,-0.4
15134,False,True,0.0044,-3.3
15135,True,False,0.2026,2.3
15136,True,False,0.5501,9.0
15137,True,False,0.992,0.0
15138,True,False,0.3139,-1.8
15139,False,True,0.0001,-4.7
15140,True,False,0.3114,0.3
15141,True,False,0.209,-1.0
15142,False,True,0.0001,3.5
15143,True,False,0.4163,-0.8
15144,True,False,0.0876,-49.0
15145,False,True,0.0,-10.6
15146,True,False,0.3799,0.4
15147,True,False,0.0666,-1.3
15148,False,True,0.0,202.4
15149,True,False,0.2213,0.8
15150,True,False,0.2569,1.1
15151,True,True,0.0149,-4.3
15152,True,True,0.0211,-7.1
15153,True,False,0.4073,-1.5
15154,True,False,0.6798,-0.2
15155,True,False,0.8304,0.3
15156,True,False,0.4464,1.2
15157,True,False,0.3191,1.5
15158,True,False,0.0774,-2.3
15159,False,True,0.0,38.6
15160,True,False,0.0945,2.3
15161,False,True,0.0001,-5.3
15162,True,True,0.0127,-2.3
15163,True,False,0.7804,0.5
15164,True,True,0.0083,-3.0
15165,True,False,0.7031,0.1
15166,True,False,0.1688,-1.0
15167,True,False,0.3907,1.8
15168,True,True,0.044,3.3
15169,True,False,0.5777,-7.7
15170,True,False,0.4285,0.5
15171,True,False,0.6169,-4.6
15172,True,False,0.3147,-0.8
15173,True,False,0.6936,0.2
15174,True,False,0.9417,0.1
15175,False,True,0.0,-8.3
15176,True,True,0.0118,2.5
15177,True,False,0.7761,-0.3
15178,False,True,0.0,-36.5
15179,True,False,0.5227,-0.5
15180,True,True,0.0141,-1.5
15181,True,False,0.1448,0.8
15182,True,False,0.2817,-1.2
15183,True,False,0.3395,1.1
15184,True,False,0.5105,0.8
15185,True,False,0.9977,-0.0
15186,True,False,0.8902,0.2
15187,True,True,0.0292,3.7
15188,False,True,0.0,-4.7
15189,True,False,0.8314,-0.5
15190,True,False,0.114,-2.7
15191,True,False,0.3152,1.4
15192,False,True,0.0,-25.0
15193,True,False,0.1265,-2.6
15194,True,False,0.692,-0.1
15195,False,True,0.0001,-6.3
15196,True,False,0.4335,2.0
15197,True,False,0.2361,2.6
15198,True,False,0.2261,2.0
15199,True,False,0.9246,-0.2
15200,True,False,0.6819,0.5
15201,True,False,0.6773,-0.7
15202,False,True,0.0,-4.7
15203,True,False,0.2113,1.6
15204,True,False,0.558,0.6
15205,True,True,0.0144,19.2
15206,False,True,0.0013,-7.8
15207,False,True,0.0,-10.8
15208,True,False,0.1175,2.6
15209,True,False,0.169,2.4
15210,True,False,0.3858,-0.5
15211,True,False,0.5542,1.1
15212,True,False,0.4676,-6.9
15213,False,True,0.0,3.1
15214,True,False,0.1785,1.7
15215,True,False,0.4663,0.8
15216,True,False,0.2751,0.8
15217,True,False,0.0529,42.3
15218,True,False,0.2795,-1.1
15219,True,False,0.4788,0.8
15220,True,False,0.1521,6.4
15221,True,False,0.6011,0.5
15222,False,True,0.0,-20.2
15223,True,False,0.2598,-11.4
15224,False,True,0.0014,-6.8
15225,False,True,0.0005,-4.8
15226,True,False,0.8489,-0.3
15227,True,False,0.0773,-2.7
15228,True,False,0.8584,-0.3
15229,True,False,0.2546,-1.8
15230,True,False,0.2912,1.3
15231,True,True,0.0326,-2.6
15232,True,False,0.8056,-0.6
15233,True,False,0.7505,0.7
15234,True,False,0.246,14.7
15235,True,False,0.6952,4.2
15236,False,True,0.0001,8.7
15237,True,False,0.2864,-1.0
15238,True,False,0.9715,0.1
15239,False,True,0.0003,-4.6
15240,True,False,0.0551,1.7
15241,True,False,0.7037,0.5
15242,True,False,0.8214,0.4
15243,False,True,0.0001,-3.7
15244,False,True,0.0,-10.7
15245,True,False,0.1901,2.0
15246,True,False,0.2684,1.0
15247,True,False,0.8628,-0.1
15248,True,False,0.2395,0.9
15249,True,False,0.8575,0.3
15250,True,False,0.4576,1.6
15251,False,True,0.0039,7.1
15252,True,False,0.5708,-1.0
15253,True,False,0.397,1.4
15254,True,False,0.2099,-1.2
15255,False,True,0.0,-7.0
15256,True,False,0.0592,2.5
15257,True,False,0.9466,0.1
15258,True,False,0.9021,-0.2
15259,True,False,0.3072,-1.5
15260,True,False,0.3152,1.4
15261,True,False,0.0945,3.4
15262,True,False,0.3029,-0.9
15263,True,False,0.4757,-1.0
15264,True,False,0.3933,1.5
15265,True,False,0.7825,-0.4
15266,True,False,0.1937,-1.7
15267,True,False,0.344,0.9
15268,True,False,0.1178,-1.1
15269,True,False,0.5895,0.6
15270,True,True,0.0441,-1.7
15271,False,True,0.0,-34.8
15272,True,False,0.097,3.8
15273,True,False,0.7708,-0.2
15274,True,False,0.5678,0.3
15275,False,True,0.0,8.5
15276,True,False,0.8036,-0.2
15277,True,False,0.4186,-1.2
15278,True,False,0.5372,-0.6
15279,True,False,0.4477,-0.4
15280,True,False,0.7889,0.5
15281,True,False,0.0694,-1.8
15282,True,False,0.9344,-0.1
15283,True,False,0.4024,-1.1
15284,True,False,0.5186,1.1
15285,True,False,0.2058,2.1
15286,True,False,0.2293,1.5
15287,False,True,0.0,-8.9
15288,False,True,0.0002,-22.0
15289,True,False,0.0689,-2.8
15290,True,False,0.8908,-0.1
15291,True,False,0.8113,0.1
15292,True,False,0.3166,1.0
15293,True,False,0.8827,0.2
15294,True,False,0.6514,1.8
15295,False,True,0.001,1.3
15296,False,True,0.0,-9.1
15297,False,True,0.0,-10.8
15298,True,False,0.3019,-4.1
15299,True,False,0.5986,0.3
15300,False,True,0.0104,-3.6
15301,True,True,0.0323,3.8
15302,True,False,0.0774,-2.5
15303,True,False,0.4225,-0.6
15304,True,False,0.0857,-2.0
15305,True,False,0.3495,4.2
15306,False,True,0.0,-4.7
15307,True,False,0.5688,0.8
15308,True,False,0.7225,-0.5
15309,False,True,0.0,41.9
15310,False,True,0.0,-7.5
15311,True,False,0.4074,-2.0
15312,True,False,0.1485,2.5
15313,False,True,0.0014,-2.0
15314,True,False,0.7284,0.7
15315,True,True,0.0249,-2.3
15316,True,False,0.1095,2.4
15317,False,True,0.0039,-5.5
15318,True,False,0.2716,-3.1
15319,True,True,0.0114,3.6
15320,False,True,0.0,-27.5
15321,True,False,0.2598,-1.4
15322,True,False,0.5144,1.1
15323,True,False,0.1345,2.1
15324,True,False,0.0959,3.7
15325,False,True,0.0,-3.9
15326,True,False,0.6545,-0.9
15327,True,False,0.092,2.4
15328,True,True,0.0402,3.2
15329,False,True,0.0,-28.1
15330,False,True,0.0,-82.1
15331,False,True,0.0003,-2.5
15332,True,False,0.5301,1.2
15333,True,False,0.5435,-0.7
15334,True,False,0.8178,0.3
15335,True,True,0.0351,2.9
15336,True,False,0.8431,-0.1
15337,True,False,0.3879,-0.5
15338,True,False,0.6304,0.4
15339,True,False,0.2078,-1.3
15340,True,False,0.0636,-1.4
15341,False,True,0.0,-6.1
15342,False,True,0.0,10.5
15343,True,True,0.0212,15.4
15344,True,False,0.6085,0.6
15345,True,False,0.2166,-3.5
15346,True,False,0.5484,-1.3
15347,True,False,0.2749,-1.5
15348,True,False,0.1391,-0.2
15349,True,True,0.0275,-1.4
15350,False,True,0.0001,2.5
15351,False,True,0.0001,2.1
15352,True,False,0.8938,-3.2
15353,False,True,0.0,-75.2
15354,True,False,0.5442,-0.1
15355,True,False,0.9396,0.1
15356,True,False,0.0556,4.0
15357,True,False,0.581,-0.5
15358,True,False,0.4166,0.7
15359,True,False,0.2664,-1.1
15360,True,False,0.1554,2.7
15361,True,True,0.025,-4.8
15362,True,False,0.0928,-1.3
15363,True,False,0.0833,3.9
15364,True,False,0.0579,-6.2
15365,False,True,0.0,-10.6
15366,True,False,0.4556,1.1
15367,True,False,0.2662,-1.6
15368,True,False,0.0548,-1.5
15369,True,True,0.0098,-3.8
15370,True,False,0.4289,1.3
15371,False,True,0.0,19.5
15372,True,False,0.6579,5.8
15373,True,False,0.9176,0.1
15374,True,True,0.035,-8.4
15375,True,False,0.058,1.0
15376,True,False,0.1822,-2.0
15377,True,False,0.8887,0.2
15378,False,True,0.0,-40.2
15379,True,False,0.097,-6.2
15380,True,False,0.2667,1.4
15381,True,True,0.0338,3.2
15382,True,False,0.5663,-0.9
15383,True,False,0.2025,1.9
15384,False,True,0.0,148.1
15385,True,False,0.3937,0.7
15386,True,False,0.2408,-28.3
15387,True,True,0.0261,3.0
15388,True,False,0.2956,1.8
15389,True,False,0.8839,0.1
15390,True,False,0.1784,-0.5
15391,False,True,0.0006,7.1
15392,True,True,0.0177,-3.2
15393,True,False,0.5964,-0.6
15394,False,True,0.0,23.0
15395,False,True,0.0002,-2.2
15396,True,False,0.6065,-0.1
15397,False,True,0.0,-3.1
15398,True,False,0.1521,3.1
15399,True,False,0.6376,-0.6
15400,True,True,0.0187,1.0
15401,True,False,0.2907,-1.7
15402,False,True,0.0,-8.0
15403,True,False,0.1484,1.4
15404,True,False,0.2451,-1.2
15405,True,False,0.0633,-3.5
15406,True,False,0.1576,-0.8
15407,False,True,0.0,-67.7
15408,True,False,0.4729,-0.5
15409,False,True,0.0,-8.7
15410,True,False,0.7987,0.2
15411,True,False,0.9048,0.1
15412,True,False,0.8257,0.2
15413,True,False,0.2477,-30.4
15414,True,False,0.84,-0.2
15415,True,False,0.1613,0.7
15416,False,True,0.0,-59.2
15417,True,False,0.8145,0.3
15418,True,False,0.2599,-0.7
15419,True,False,0.6382,0.3
15420,True,False,0.0842,-1.4
15421,True,False,0.5169,-0.8
15422,True,False,0.1819,-0.8
15423,False,True,0.0,-37.6
15424,True,True,0.0259,1.4
15425,True,False,0.5222,-0.5
15426,True,False,0.0942,2.0
15427,True,False,0.8125,0.2
15428,True,True,0.0154,-1.2
15429,True,False,0.8343,1.8
15430,True,False,0.8904,-0.1
15431,False,True,0.0035,3.1
15432,True,False,0.2141,-1.9
15433,True,False,0.5371,-0.7
15434,True,False,0.1466,1.7
15435,False,True,0.0,-15.3
15436,False,True,0.0,-31.8
15437,True,False,0.7016,0.2
15438,True,False,0.6191,0.4
15439,True,False,0.8288,-0.1
15440,False,True,0.0,-10.6
15441,True,False,0.0615,2.4
15442,True,False,0.6165,-0.4
15443,True,False,0.7833,-0.4
15444,False,True,0.0,-11.2
15445,True,True,0.0441,-1.9
15446,False,True,0.0,-12.7
15447,True,False,0.6724,0.4
15448,True,False,0.2639,1.0
15449,True,False,0.4284,-1.0
15450,True,False,0.992,-0.0
15451,True,False,0.5116,0.6
15452,True,False,0.7914,25.7
15453,True,False,0.3877,1.2
15454,False,True,0.0,-10.9
15455,True,False,0.9587,-0.5
15456,True,False,0.3555,5.9
15457,True,False,0.2969,-1.2
15458,True,False,0.5613,0.8
15459,True,False,0.9076,0.2
15460,False,True,0.0,-16.1
15461,True,False,0.1522,1.4
15462,True,False,0.4528,1.0
15463,True,False,0.546,0.5
15464,True,False,0.8215,0.2
15465,True,False,0.1146,-0.9
15466,True,False,0.2825,1.2
15467,False,True,0.0001,-7.7
15468,True,False,0.7181,-0.8
15469,True,False,0.2134,2.3
15470,True,False,0.8302,-0.4
15471,True,False,0.3282,0.7
15472,True,True,0.0415,4.3
15473,True,False,0.468,0.9
15474,True,False,0.4506,1.1
15475,True,False,0.2415,0.9
15476,True,False,0.6905,-0.4
15477,True,False,0.8224,-0.3
15478,False,True,0.0013,-6.7
15479,True,False,0.3941,-2.2
15480,False,True,0.0,619.3
15481,True,False,0.8306,0.3
15482,True,False,0.7346,-0.3
15483,True,False,0.5965,0.7
15484,True,False,0.3857,4.2
15485,True,False,0.2585,1.5
15486,True,False,0.5874,0.7
15487,True,False,0.0938,1.5
15488,True,False,0.4144,0.9
15489,True,False,0.3911,-1.4
15490,True,False,0.1242,1.5
15491,True,False,0.3741,1.2
15492,True,False,0.4645,1.2
15493,True,False,0.9769,-0.0
15494,True,True,0.011,-0.9
15495,True,False,0.285,1.1
15496,True,False,0.4037,0.8
15497,True,False,0.3644,-1.1
15498,True,False,0.5744,-0.8
15499,True,False,0.9348,-0.0
15500,True,False,0.303,-1.2
15501,True,True,0.0421,-16.7
15502,True,False,0.4708,0.5
15503,True,False,0.7899,0.4
15504,True,False,0.2568,-2.0
15505,True,False,0.9368,-0.1
15506,True,False,0.9078,-0.1
15507,True,False,0.0805,-2.1
15508,True,False,0.4154,0.2
15509,True,False,0.1777,0.3
15510,False,True,0.0011,13.7
15511,True,False,0.4441,1.4
15512,True,False,0.3673,1.1
15513,True,False,0.1119,-4.0
15514,True,False,0.7095,-0.5
15515,False,True,0.0,-12.4
15516,True,False,0.4138,-1.0
15517,True,True,0.0147,-1.9
15518,True,False,0.7495,0.9
15519,False,True,0.0,-32.6
15520,True,False,0.7896,0.2
15521,True,False,0.9645,-0.0
15522,True,False,0.051,16.6
15523,True,False,0.5348,1.5
15524,True,False,0.1105,0.5
15525,True,False,0.8115,0.4
15526,True,True,0.0132,4.4
15527,True,False,0.1443,1.7
15528,True,False,0.1005,-2.6
15529,True,False,0.4902,-0.8
15530,True,False,0.2297,-2.7
15531,True,False,0.1972,-4.0
15532,False,True,0.0013,-5.7
15533,True,False,0.0984,1.3
15534,True,False,0.7197,0.4
15535,True,True,0.0218,1.7
15536,True,False,0.6327,-0.7
15537,True,False,0.3127,1.1
15538,True,True,0.0154,-4.5
15539,True,False,0.3806,-0.8
15540,False,True,0.0012,-4.3
15541,True,False,0.3666,0.5
15542,True,False,0.726,-0.3
15543,True,False,0.92,0.2
15544,True,False,0.3662,2.9
15545,True,False,0.1614,-0.9
15546,False,True,0.0,-9.5
15547,False,True,0.0004,11.5
15548,True,False,0.9938,0.0
15549,True,False,0.8861,0.1
15550,True,False,0.777,-0.6
15551,False,True,0.0,-8.0
15552,True,False,0.9865,0.0
15553,True,False,0.8302,-0.4
15554,True,False,0.9303,-0.1
15555,False,True,0.0,-9.3
15556,True,False,0.1689,-2.5
15557,True,False,0.6605,0.3
15558,False,True,0.0005,-8.5
15559,True,False,0.4112,0.7
15560,True,False,0.5094,-0.9
15561,True,False,0.5861,-0.6
15562,True,False,0.5715,-0.9
15563,True,True,0.0096,5.4
15564,True,False,0.4423,1.0
15565,True,False,0.8933,0.1
15566,True,False,0.1377,-2.4
15567,True,False,0.0523,4.1
15568,True,False,0.3108,1.2
15569,True,True,0.0079,2.1
15570,True,False,0.7357,-0.3
15571,True,False,0.6118,0.6
15572,False,True,0.0,-73.6
15573,True,False,0.502,23.6
15574,False,True,0.0,-2.3
15575,True,False,0.4786,1.1
15576,True,True,0.0076,-416.5
15577,False,True,0.0007,-6.8
15578,False,True,0.0003,-3.2
15579,True,False,0.5424,-0.2
15580,True,False,0.1362,1.9
15581,True,False,0.2749,-3.4
15582,True,False,0.1792,-2.0
15583,True,False,0.6994,0.5
15584,True,False,0.748,0.4
15585,True,False,0.2674,0.9
15586,True,False,0.7383,1.9
15587,True,False,0.2356,-1.7
15588,True,False,0.5213,0.8
15589,True,False,0.0516,-8.0
15590,True,False,0.098,2.3
15591,True,False,0.6128,1.2
15592,True,False,0.9876,-0.0
15593,True,False,0.1218,-1.9
15594,True,True,0.0331,-2.7
15595,False,True,0.0,-10.1
15596,False,True,0.0,-5.3
15597,True,False,0.1688,1.7
15598,True,True,0.0067,-27.3
15599,True,False,0.3023,1.1
15600,True,False,0.6923,0.4
15601,True,False,0.4964,-2.3
15602,True,False,0.7491,-0.5
15603,True,False,0.5643,0.2
15604,True,False,0.119,1.7
15605,True,False,0.785,-0.4
15606,True,False,0.0759,-1.2
15607,True,False,0.5606,0.5
15608,True,False,0.9253,0.1
15609,True,False,0.9568,-0.0
15610,True,True,0.0214,-1.1
15611,True,False,0.8395,0.5
15612,True,False,0.9421,0.1
15613,True,False,0.7279,-0.4
15614,True,True,0.0378,1.7
15615,True,False,0.9377,0.2
15616,False,True,0.0015,-4.2
15617,False,True,0.0039,-3.3
15618,True,True,0.0292,-1.5
15619,False,True,0.0,-6.7
15620,True,False,0.0787,3.9
15621,True,False,0.1146,-2.8
15622,False,True,0.0,-343.1
15623,False,True,0.0051,39.5
15624,False,True,0.0003,-2.7
15625,True,False,0.8504,0.2
15626,True,False,0.4079,1.8
15627,True,False,0.766,0.4
15628,False,True,0.0007,2.8
15629,True,False,0.1431,-0.3
15630,True,False,0.9581,-0.1
15631,True,False,0.3155,1.3
15632,True,False,0.6386,-0.3
15633,True,False,0.1342,-2.1
15634,True,False,0.8745,-0.3
15635,True,False,0.0588,1.5
15636,True,False,0.0984,3.4
15637,True,False,0.2379,-0.7
15638,True,False,0.0602,3.1
15639,True,True,0.0391,-2.9
15640,True,False,0.9295,0.1
15641,True,False,0.2209,1.2
15642,True,False,0.107,-1.6
15643,True,False,0.1167,-2.8
15644,True,False,0.0915,-2.3
15645,False,True,0.0,-16.3
15646,True,False,0.7655,0.3
15647,False,True,0.0,-9.8
15648,True,True,0.0454,-44.0
15649,True,False,0.2678,-1.6
15650,False,True,0.0,-6.9
15651,True,False,0.0518,-2.1
15652,True,False,0.8287,-0.1
15653,True,False,0.3274,0.5
15654,True,False,0.7975,-0.4
15655,True,False,0.1545,2.7
15656,True,False,0.5744,1.9
15657,True,False,0.3595,0.6
15658,True,False,0.695,-0.2
15659,True,False,0.5227,-0.4
15660,False,True,0.0,30.5
15661,True,False,0.6039,-0.7
15662,True,False,0.8492,-0.4
15663,True,True,0.013,4.8
15664,True,False,0.7494,-2.1
15665,True,False,0.7326,-0.4
15666,False,True,0.0,-9.4
15667,True,False,0.091,-1.0
15668,False,True,0.0,-18.8
15669,False,True,0.0,15.7
15670,False,True,0.0,-21.2
15671,False,True,0.0,18.3
15672,False,True,0.0106,2.5
15673,False,True,0.0,-6.1
15674,True,False,0.2947,4.6
15675,True,True,0.0186,-4.3
15676,True,False,0.814,-0.4
15677,True,False,0.4724,-0.6
15678,True,False,0.1729,1.1
15679,True,False,0.9518,0.1
15680,True,False,0.8845,-0.1
15681,True,False,0.2811,1.8
15682,True,False,0.192,3.2
15683,True,False,0.9262,-0.1
15684,False,True,0.0,-3.7
15685,True,False,0.3022,1.1
15686,True,False,0.156,2.2
15687,False,True,0.0,458.1
15688,True,False,0.6542,-0.5
15689,True,False,0.6009,-1.7
15690,False,True,0.0,336.1
15691,False,True,0.0023,-4.8
15692,True,False,0.6635,0.7
15693,True,False,0.2737,0.7
15694,True,True,0.011,-4.9
15695,True,False,0.1169,4.9
15696,True,False,0.6389,-0.6
15697,True,False,0.3091,-1.1
15698,True,True,0.0292,2.1
15699,True,False,0.0652,-2.9
15700,True,False,0.0914,-2.7
15701,True,False,0.5652,-0.4
15702,True,False,0.1041,-2.8
15703,True,False,0.3984,-44.5
15704,False,True,0.0004,-2.1
15705,True,True,0.0177,-2.1
15706,False,True,0.0,54.7
15707,True,False,0.0744,3.4
15708,True,False,0.9489,0.0
15709,True,False,0.2805,1.2
15710,True,False,0.7695,0.1
15711,True,False,0.4904,0.5
15712,True,True,0.0302,-5.4
15713,True,False,0.6049,-0.8
15714,True,True,0.0339,-1.6
15715,False,True,0.0,-22.9
15716,False,True,0.0012,7.5
15717,True,False,0.1299,2.0
